location_id,addressLine1,city,state,zipCode,formattedAddress,county,longitude,latitude,addressLine2
195,713 Silver Pearl St,Henderson,NV,89002,"713 Silver Pearl St, Henderson, NV 89002",Clark,-114.945535,36.001657,Unknown
196,309 Feronia Way,Rutherford,NJ,7070,"309 Feronia Way, Rutherford, NJ 07070",Bergen,-74.105291,40.817259,Unknown
197,841 25th St,Newport News,VA,23607,"841 25th St, Newport News, VA 23607",Newport News City,-76.414162,36.984446,Unknown
198,3205 Lloyds Ln,Mobile,AL,36693,"3205 Lloyds Ln, Apt M1, Mobile, AL 36693",Mobile,-88.185453,30.624599,Apt M1
199,61-55 98th St,Rego Park,NY,11374,"61-55 98th St, Unit 8D, Rego Park, NY 11374",Queens County,-73.859263,40.733644,Unit 8D
200,15644 S Church St,Olathe,KS,66062,"15644 S Church St, Unit 1200, Olathe, KS 66062",Johnson,-94.800811,38.844609,Unit 1200
201,1934 Sarafina Dr,Prescott,AZ,86301,"1934 Sarafina Dr, Prescott, AZ 86301",Yavapai,-112.432676,34.593838,Unknown
202,2691 El Camino Dr,Turlock,CA,95380,"2691 El Camino Dr, Turlock, CA 95380",Stanislaus County,-120.818221,37.501486,Unknown
203,40 Red Barn Rd,Trumbull,CT,6611,"40 Red Barn Rd, Trumbull, CT 06611",Fairfield,-73.256799,41.292289,Unknown
204,7819 Nikis Xing,Conroe,TX,77304,"7819 Nikis Xing, Conroe, TX 77304",Montgomery,-95.507783,30.37749,Unknown
205,17458 Bellflower Blvd,Bellflower,CA,90706,"17458 Bellflower Blvd, Bellflower, CA 90706",Los Angeles,-118.124409,33.873167,Unknown
206,1320 S Florence Pl,Tulsa,OK,74104,"1320 S Florence Pl, Tulsa, OK 74104",Tulsa,-95.944015,36.143465,Unknown
207,1 Coveney Rd,Buchanan,MI,49107,"1 Coveney Rd, Buchanan, MI 49107",Berrien County,-86.430776,41.891817,Unknown
208,9006 Villa Park Cir,Dallas,TX,75225,"9006 Villa Park Cir, Dallas, TX 75225",Dallas,-96.77676,32.87266,Unknown
209,28 Arrowwood Ct,Durham,NC,27712,"28 Arrowwood Ct, Durham, NC 27712",Durham,-78.851355,36.127533,Unknown
210,130 Alps Rd,Branford,CT,6405,"130 Alps Rd, Branford, CT 06405",New Haven,-72.840268,41.268131,Unknown
211,6815 Ridge Ave,Philadelphia,PA,19128,"6815 Ridge Ave, Philadelphia, PA 19128",Philadelphia,-75.226442,40.042943,Unknown
212,7063 Mira Vista St,Las Vegas,NV,89120,"7063 Mira Vista St, Las Vegas, NV 89120",Clark,-115.108956,36.06139,Unknown
213,5130 Linton Blvd,Delray Beach,FL,33484,"5130 Linton Blvd, Ste G5, Delray Beach, FL 33484",Palm Beach,-80.122842,26.4389,Ste G5
214,299 Doubles Ln,Davenport,FL,33837,"299 Doubles Ln, Davenport, FL 33837",Polk,-81.63503299999999,28.216871,Unknown
215,323 Huntington,Newport,MI,48166,"323 Huntington, Newport, MI 48166",Monroe,-83.367561,41.99012,Unknown
216,12524 Crest Spg Ln,Orlando,FL,32828,"12524 Crest Spg Ln, Apt 1234, Orlando, FL 32828",Orange,-81.199292,28.549359,Apt 1234
217,100 Sw 130th Ter,Pembroke Pines,FL,33027,"100 Sw 130th Ter, Apt 401C, Pembroke Pines, FL 33027",Broward,-80.321011,26.005162,Apt 401C
218,2005 Dodge Trl,Grand Prairie,TX,75052,"2005 Dodge Trl, Grand Prairie, TX 75052",Dallas,-97.030957,32.659412,Unknown
219,1420 W Mcdermott Dr,Allen,TX,75013,"1420 W Mcdermott Dr, Apt 1018, Allen, TX 75013",Collin,-96.703778,33.100961,Apt 1018
220,PO Box 801299,Balch Springs,TX,75180,"PO Box 801299, Balch Springs, TX 75180",Dallas,-96.615693,32.718595,Unknown
221,20 Webb Pl,Mansfield,MA,2048,"20 Webb Pl, Apt 2C, Mansfield, MA 02048",Bristol,-71.215026,42.024183,Apt 2C
222,221 Geneva Dr,Sedona,AZ,86336,"221 Geneva Dr, Sedona, AZ 86336",Coconino,-111.773157,34.831556,Unknown
223,120 Aspen Dr,Stephens City,VA,22655,"120 Aspen Dr, Stephens City, VA 22655",Frederick,-78.183341,39.104525,Unknown
224,1020 Lavaca,Canyon Lake,TX,78133,"1020 Lavaca, Canyon Lake, TX 78133",Comal,-98.226912,29.9266,Unknown
225,25 Spring Water Ct,Williams Township,PA,18042,"25 Spring Water Ct, Williams Township, PA 18042",Northampton County,-75.255705,40.638035,Unknown
226,715 Northern Trl,Leander,TX,78641,"715 Northern Trl, Leander, TX 78641",Williamson,-97.861456,30.56599,Unknown
227,3229 Raven Cir,Lexington,KY,40502,"3229 Raven Cir, Lexington, KY 40502",Fayette,-84.498092,37.999802,Unknown
228,70 Russell St,New Bedford,MA,2740,"70 Russell St, Apt 5, New Bedford, MA 02740",Bristol,-70.927384,41.628786,Apt 5
229,1350 1st St,Cottage Hills,IL,62018,"1350 1st St, Cottage Hills, IL 62018",Madison,-90.085642,38.910747,Unknown
230,2625 Easton Blvd,Des Moines,IA,50317,"2625 Easton Blvd, Des Moines, IA 50317",Polk,-93.567441,41.608022,Unknown
231,4500 W Federal Way,Queen Creek,AZ,85142,"4500 W Federal Way, Queen Creek, AZ 85142",Pinal,-111.614461,33.183067,Unknown
232,7927 Chilton Stage,San Antonio,TX,78255,"7927 Chilton Stage, San Antonio, TX 78255",Bexar,-98.639706,29.670067,Unknown
233,620 Gramac Ln,Pittsburgh,PA,15235,"620 Gramac Ln, Pittsburgh, PA 15235",Allegheny,-79.823533,40.449867,Unknown
234,1616 N Rosa Ln,Saratoga Springs,UT,84045,"1616 N Rosa Ln, Saratoga Springs, UT 84045",Utah,-111.907978,40.391513,Unknown
235,1707 N West St,Wichita,KS,67203,"1707 N West St, Wichita, KS 67203",Sedgwick,-97.390077,37.714289,Unknown
236,6005 Wormar Ave,Fort Worth,TX,76133,"6005 Wormar Ave, Fort Worth, TX 76133",Tarrant,-97.379612,32.657732,Unknown
237,19840 Larbert St,Canyon Country,CA,91351,"19840 Larbert St, Canyon Country, CA 91351",Los Angeles,-118.483735,34.434963,Unknown
238,43321 Carol Dr,Lancaster,CA,93535,"43321 Carol Dr, Lancaster, CA 93535",Los Angeles,-118.108177,34.670262,Unknown
239,1948 Harvest Ln,Nevada,TX,75173,"1948 Harvest Ln, Nevada, TX 75173",Collin,-96.341876,33.058403,Unknown
240,1520 N Fieldcrest Cir,Wichita,KS,67212,"1520 N Fieldcrest Cir, Wichita, KS 67212",Sedgwick,-97.468754,37.711393,Unknown
241,1609 N Treasure Dr,North Bay Village,FL,33141,"1609 N Treasure Dr, North Bay Village, FL 33141",Miami-Dade,-80.151952,25.847566,Unknown
242,1218 Ne 17th Ave,Fort Lauderdale,FL,33304,"1218 Ne 17th Ave, Fort Lauderdale, FL 33304",Broward,-80.125707,26.141638,Unknown
243,5801 W Business 83,Harlingen,TX,78552,"5801 W Business 83, Lot 23, Harlingen, TX 78552",Cameron,-97.748554,26.179738,Lot 23
244,3743 Landon Ct,Gulf Breeze,FL,32563,"3743 Landon Ct, Gulf Breeze, FL 32563",Santa Rosa,-87.060584,30.384693,Unknown
245,22727 Bridgewater Dr,Spring,TX,77373,"22727 Bridgewater Dr, Spring, TX 77373",Harris,-95.398762,30.039045,Unknown
246,689 Casey Rd,East Amherst,NY,14051,"689 Casey Rd, East Amherst, NY 14051",Erie,-78.712644,43.022758,Unknown
247,14494 S Ronan Ln,Herriman,UT,84096,"14494 S Ronan Ln, Unit 102, Herriman, UT 84096",Salt Lake,-111.993892,40.48801,Unit 102
248,10374 Vena Ave,Arleta,CA,91331,"10374 Vena Ave, Arleta, CA 91331",Los Angeles,-118.439408,34.259407,Unknown
249,8781 Lake Jordan Way,Dinwiddie,VA,23803,"8781 Lake Jordan Way, North, Dinwiddie, VA 23803",Dinwiddie,-77.525643,37.152149,North
250,441 E Covington Cir N,Stansbury Park,UT,84074,"441 E Covington Cir N, Stansbury Park, UT 84074",Tooele County,-112.293473,40.624666,Unknown
251,2402 Westchester Ave,Ellicott City,MD,21043,"2402 Westchester Ave, Ellicott City, MD 21043",Baltimore,-76.779679,39.274238,Unknown
252,230 Front St,Salinas,CA,93901,"230 Front St, Apt G, Salinas, CA 93901",Monterey,-121.649633,36.675077,Apt G
253,5595 N Us Hwy,De Berry,TX,75639,"5595 N Us Hwy, 79, De Berry, TX 75639",Panola County,-94.20616,32.267803,79
254,6824 N Algonquin Ave,Chicago,IL,60646,"6824 N Algonquin Ave, Chicago, IL 60646",Cook,-87.763183,42.005631,Unknown
255,650 N Sam Houston Pkwy E,Houston,TX,77060,"650 N Sam Houston Pkwy E, Ste 500, Houston, TX 77060",Harris,-95.389295,29.937448,Ste 500
256,PO Box 190486,Little Rock,AR,72219,"PO Box 190486, Little Rock, AR 72219",Pulaski,-92.3437,34.682,Unknown
257,2217 Concord Dr,Pittsburg,CA,94565,"2217 Concord Dr, Pittsburg, CA 94565",Contra Costa,-121.928847,38.014238,Unknown
258,9523 Lost Eagle Dr,Houston,TX,77064,"9523 Lost Eagle Dr, Houston, TX 77064",Harris,-95.57013,29.911467,Unknown
259,804 2nd Ave,Joliet,IL,60433,"804 2nd Ave, Joliet, IL 60433",Will,-88.061795,41.520902,Unknown
260,2013 Adams St,Hollywood,FL,33020,"2013 Adams St, Hollywood, FL 33020",Broward,-80.147411,26.005171,Unknown
261,825 Garrow Rd,Newport News,VA,23608,"825 Garrow Rd, Newport News, VA 23608",Newport News City,-76.556844,37.127657,Unknown
262,1212 West Ave,Elyria,OH,44035,"1212 West Ave, Elyria, OH 44035",Lorain,-82.110374,41.354638,Unknown
263,2380 Watt Ave,Sacramento,CA,95825,"2380 Watt Ave, Ste 105, Sacramento, CA 95825",Sacramento,-121.382909,38.607193,Ste 105
264,2662 Eagle Ridge Dr,Grand Junction,CO,81503,"2662 Eagle Ridge Dr, Grand Junction, CO 81503",Mesa,-108.558942,39.036297,Unknown
265,15612 Gramercy Pl,Gardena,CA,90249,"15612 Gramercy Pl, Gardena, CA 90249",Los Angeles,-118.31315,33.888864,Unknown
266,13970 Ramhurst Dr,La Mirada,CA,90638,"13970 Ramhurst Dr, Apt 8, La Mirada, CA 90638",Los Angeles,-118.03405,33.915964,Apt 8
267,2700 N Grand Ave,Tyler,TX,75702,"2700 N Grand Ave, Apt M130, Tyler, TX 75702",Smith,-95.312151,32.376939,Apt M130
268,700 58th Ave N,Brooklyn Center,MN,55430,"700 58th Ave N, Brooklyn Center, MN 55430",Hennepin County,-93.289003,45.060421,Unknown
269,380 Church St,Saint Ignace,MI,49781,"380 Church St, Apt 7, Saint Ignace, MI 49781",Mackinac County,-84.72171,45.862628,Apt 7
270,1625 Eastern Hills Dr,Clarksville,TN,37043,"1625 Eastern Hills Dr, Clarksville, TN 37043",Montgomery,-87.317581,36.518711,Unknown
271,22329 Century Dr,Taylor,MI,48180,"22329 Century Dr, Taylor, MI 48180",Wayne,-83.25053,42.211502,Unknown
272,6504 Arbor Ridge Dr,Crestwood,KY,40014,"6504 Arbor Ridge Dr, Crestwood, KY 40014",Oldham,-85.477529,38.335289,Unknown
273,1603 Charlestown Station Ct,New Albany,IN,47150,"1603 Charlestown Station Ct, Unit 2, New Albany, IN 47150",Floyd County,-85.804602,38.319882,Unit 2
274,9801 W Parmer Ln,Austin,TX,78717,"9801 W Parmer Ln, Apt 2333, Austin, TX 78717",Williamson,-97.771554,30.486044,Apt 2333
275,20 Alberta St,Rochester,NY,14619,"20 Alberta St, Rochester, NY 14619",Monroe,-77.650281,43.144062,Unknown
276,224 Eureka Ave,Lodi,CA,95240,"224 Eureka Ave, Lodi, CA 95240",San Joaquin,-121.275757,38.14409,Unknown
277,33 Broadway,Milford,CT,6460,"33 Broadway, Apt 2, Milford, CT 06460",New Haven,-73.084187,41.192663,Apt 2
278,1955 1st Ave,New York,NY,10029,"1955 1st Ave, Apt 321, New York, NY 10029",New York,-73.942795,40.786201,Apt 321
279,3362 159th St,Flushing,NY,11358,"3362 159th St, Flushing, NY 11358",Queens,-73.806277,40.766423,Unknown
280,12856 Emmer Pl,Saint Paul,MN,55124,"12856 Emmer Pl, Saint Paul, MN 55124",Dakota,-93.173632,44.762958,Unknown
281,38 W Grand,Highland Park,MI,48203,"38 W Grand, Highland Park, MI 48203",Wayne,-83.097657,42.403943,Unknown
282,19932 Edgewood Ln,Huntington Beach,CA,92646,"19932 Edgewood Ln, Huntington Beach, CA 92646",Orange,-117.982361,33.673155,Unknown
283,PO Box 66069,Saint Petersburg,FL,33736,"PO Box 66069, Saint Petersburg, FL 33736",Pinellas,-82.748,27.7431,Unknown
284,13940 86th Rd,Jamaica,NY,11435,"13940 86th Rd, Jamaica, NY 11435",Queens,-73.814894,40.707322,Unknown
285,73 Genesis Ln,Camden,SC,29020,"73 Genesis Ln, Camden, SC 29020",Kershaw,-80.576809,34.228801,Unknown
286,3001 Cliff Dr,Fort Smith,AR,72901,"3001 Cliff Dr, Fort Smith, AR 72901",Sebastian,-94.400887,35.344918,Unknown
287,6771 Hickory Creek Rd,Chattanooga,TN,37421,"6771 Hickory Creek Rd, Chattanooga, TN 37421",Hamilton,-85.164887,35.051531,Unknown
288,200 Sw 29th Ave,Miami,FL,33135,"200 Sw 29th Ave, Miami, FL 33135",Miami-Dade,-80.241215,25.770299,Unknown
289,3272 W Lake Mary Blvd,Lake Mary,FL,32746,"3272 W Lake Mary Blvd, Ste 1810, Lake Mary, FL 32746",Seminole,-81.335834,28.757133,Ste 1810
290,335 W North St,Carey,OH,43316,"335 W North St, Carey, OH 43316",Wyandot,-83.387473,40.954388,Unknown
291,617 Uwharrie St,Asheboro,NC,27203,"617 Uwharrie St, Apt M, Asheboro, NC 27203",Randolph,-79.826158,35.699156,Apt M
292,394 Forest Ave,Locust Valley,NY,11560,"394 Forest Ave, Apt 2, Locust Valley, NY 11560",Nassau,-73.611644,40.87456,Apt 2
293,512 Claude Simmons Rd,Johnson City,TN,37604,"512 Claude Simmons Rd, Johnson City, TN 37604",Washington,-82.430637,36.331488,Unknown
294,2218 Brentwood Dr,Springfield,IL,62704,"2218 Brentwood Dr, Springfield, IL 62704",Sangamon,-89.695526,39.773125,Unknown
295,391 Valencia St,San Francisco,CA,94103,"391 Valencia St, Apt 202, San Francisco, CA 94103",San Francisco,-122.422078,37.766792,Apt 202
296,305 Wickerberry Way,Athens,AL,35611,"305 Wickerberry Way, Athens, AL 35611",Limestone,-86.96656,34.79207,Unknown
297,758 Se 55th Pl,Hillsboro,OR,97123,"758 Se 55th Pl, Hillsboro, OR 97123",Washington,-122.926396,45.513921,Unknown
298,602 S Hammonds Ferry Rd,Linthicum Heights,MD,21090,"602 S Hammonds Ferry Rd, Linthicum Heights, MD 21090",Anne Arundel,-76.657892,39.200199,Unknown
299,13887 Santa Ana Ave,Fontana,CA,92337,"13887 Santa Ana Ave, Fontana, CA 92337",San Bernardino,-117.502236,34.055204,Unknown
300,600 Ne 36th St,Miami,FL,33137,"600 Ne 36th St, Apt 1914, Miami, FL 33137",Miami-Dade,-80.18645,25.810145,Apt 1914
301,6304 Decker Dr,Baytown,TX,77520,"6304 Decker Dr, Apt 804, Baytown, TX 77520",Harris,-95.035005,29.785624,Apt 804
302,540 Brookside Dr,Richmond,CA,94801,"540 Brookside Dr, Richmond, CA 94801",Contra Costa,-122.363289,37.964102,Unknown
303,1384 E Decamp St,Burton,MI,48529,"1384 E Decamp St, Burton, MI 48529",Genesee,-83.67875599999999,42.979902,Unknown
304,1304 Koocksville Rd,Mason,TX,76856,"1304 Koocksville Rd, Mason, TX 76856",Mason,-99.244339,30.756132,Unknown
305,429 Meandering Creek Dr,Argyle,TX,76226,"429 Meandering Creek Dr, Argyle, TX 76226",Denton,-97.192311,33.132264,Unknown
306,4812 Elkmont Rd,Orlando,FL,32808,"4812 Elkmont Rd, Orlando, FL 32808",Orange,-81.446915,28.56706,Unknown
307,3717 Teeside Dr,New Port Richey,FL,34655,"3717 Teeside Dr, New Port Richey, FL 34655",Pasco,-82.653758,28.21304,Unknown
308,22061 Shallowater Ln,Estero,FL,34135,"22061 Shallowater Ln, Estero, FL 34135",Lee,-81.797644,26.416305,Unknown
309,99 Geneva St,Bath,NY,14810,"99 Geneva St, Bath, NY 14810",Steuben,-77.311,42.347476,Unknown
310,225 Morning Dale Rd,Matthews,NC,28105,"225 Morning Dale Rd, Matthews, NC 28105",Mecklenburg,-80.749345,35.128138,Unknown
311,459 40th St,Brooklyn,NY,11232,"459 40th St, Apt 1L, Brooklyn, NY 11232",Kings,-74.004992,40.651258,Apt 1L
312,4749 E 174th St,Cleveland,OH,44128,"4749 E 174th St, Cleveland, OH 44128",Cuyahoga,-81.557581,41.430266,Unknown
313,604 Allen St,Clinton,NC,28328,"604 Allen St, Clinton, NC 28328",Sampson,-78.315247,35.01569,Unknown
314,2 Park Ave,Bryn Mawr,PA,19010,"2 Park Ave, Bryn Mawr, PA 19010",Delaware,-75.339499,40.005825,Unknown
315,3940 E Stanford Ave,Gilbert,AZ,85234,"3940 E Stanford Ave, Gilbert, AZ 85234",Maricopa,-111.706129,33.367563,Unknown
316,720 W Lewis St,San Diego,CA,92103,"720 W Lewis St, Unit 14, San Diego, CA 92103",San Diego,-117.170188,32.751926,Unit 14
317,2740 Trenton Rd,Clarksville,TN,37040,"2740 Trenton Rd, Apt 1906, Clarksville, TN 37040",Montgomery,-87.315195,36.587977,Apt 1906
318,9832 Ashley Dr,Seminole,FL,33772,"9832 Ashley Dr, Seminole, FL 33772",Pinellas,-82.802849,27.862037,Unknown
319,2504 S Lamonte St,Spokane,WA,99203,"2504 S Lamonte St, Spokane, WA 99203",Spokane County,-117.40625,47.631579,Unknown
320,6 Old Castle Ct,Spring,TX,77382,"6 Old Castle Ct, Spring, TX 77382",Montgomery,-95.559737,30.201927,Unknown
321,3308 Monclova Dr,Laredo,TX,78046,"3308 Monclova Dr, Laredo, TX 78046",Webb,-99.458232,27.477005,Unknown
322,3400 Kay St,Austin,TX,78702,"3400 Kay St, Austin, TX 78702",Travis,-97.697884,30.269739,Unknown
323,111 N Burns St,Independence,KS,67301,"111 N Burns St, Independence, KS 67301",Montgomery,-95.693842,37.223295,Unknown
324,10601 Menchaca Rd,Austin,TX,78748,"10601 Menchaca Rd, Apt 6108, Austin, TX 78748",Travis,-97.82698,30.163601,Apt 6108
325,763 Kimberly Ln,Manchester,TN,37355,"763 Kimberly Ln, Manchester, TN 37355",Coffee,-86.037855,35.46184,Unknown
326,8748 Brecksville Rd,Brecksville,OH,44141,"8748 Brecksville Rd, Ste 110, Brecksville, OH 44141",Cuyahoga,-81.626915,41.324116,Ste 110
327,7740 S Morgan St,Chicago,IL,60620,"7740 S Morgan St, Chicago, IL 60620",Cook,-87.64929,41.752961,Unknown
328,31680 Avenida Maravilla,Cathedral City,CA,92234,"31680 Avenida Maravilla, Cathedral City, CA 92234",Riverside,-116.466929,33.818057,Unknown
329,759 Edgerton St,Saint Paul,MN,55130,"759 Edgerton St, Saint Paul, MN 55130",Ramsey,-93.076442,44.964162,Unknown
330,8706 White Quail,San Antonio,TX,78250,"8706 White Quail, San Antonio, TX 78250",Bexar,-98.652079,29.500965,Unknown
331,1845 E FM 544,Wylie,TX,75098,"1845 E FM 544, Wylie, TX 75098",Collin,-96.520583,32.987633,Unknown
332,114 Oak Knoll Dr,San Antonio,TX,78228,"114 Oak Knoll Dr, San Antonio, TX 78228",Bexar,-98.581878,29.47284,Unknown
333,4250 Antelope Ln,Snellville,GA,30039,"4250 Antelope Ln, Snellville, GA 30039",Gwinnett,-84.020036,33.78706,Unknown
334,1035 Nancy Ln,Winston Salem,NC,27107,"1035 Nancy Ln, Winston Salem, NC 27107",Forsyth,-80.212876,36.054445,Unknown
335,17 Granite St,Brooklyn,NY,11207,"17 Granite St, Apt 2R, Brooklyn, NY 11207",Kings,-73.908381,40.682304,Apt 2R
336,142 Princeton Ave,Buffalo,NY,14226,"142 Princeton Ave, Apt 1, Buffalo, NY 14226",Erie,-78.818981,42.960933,Apt 1
337,2122 Teakwood Ln,Plano,TX,75075,"2122 Teakwood Ln, Plano, TX 75075",Collin,-96.737511,33.020203,Unknown
338,312 50th Avenue Dr W,Bradenton,FL,34207,"312 50th Avenue Dr W, Bradenton, FL 34207",Manatee,-82.565734,27.452634,Unknown
339,208 Freeport Rd,North East,PA,16428,"208 Freeport Rd, North East, PA 16428",Erie County,-79.83427,42.237743,Unknown
340,19 Franklinwood Dr,Greensboro,NC,27401,"19 Franklinwood Dr, Greensboro, NC 27401",Guilford,-79.742408,36.074326,Unknown
341,2439 Emmanuel Church Rd,Conover,NC,28613,"2439 Emmanuel Church Rd, Conover, NC 28613",Catawba,-81.174409,35.684119,Unknown
342,232 Kingsmeadow Ln,Blacklick,OH,43004,"232 Kingsmeadow Ln, Blacklick, OH 43004",Franklin,-82.801135,39.979559,Unknown
343,820 W Indiantown Rd,Jupiter,FL,33458,"820 W Indiantown Rd, Ste 103, Jupiter, FL 33458",Palm Beach,-80.108392,26.933888,Ste 103
344,712 West Ave,Levelland,TX,79336,"712 West Ave, Levelland, TX 79336",Hockley,-102.38741,33.585297,Unknown
345,534 Quail Hollow Dr,Prescott,AZ,86303,"534 Quail Hollow Dr, Prescott, AZ 86303",Yavapai,-112.453709,34.533061000000004,Unknown
346,1778 W State St,Sycamore,IL,60178,"1778 W State St, Apt 2, Sycamore, IL 60178",Dekalb,-88.71793,41.99566,Apt 2
347,666 Greenwich St,New York,NY,10014,"666 Greenwich St, Apt 752, New York, NY 10014",New York County,-74.007875,40.732026,Apt 752
348,5515 Guess Rd,Durham,NC,27712,"5515 Guess Rd, Durham, NC 27712",Durham,-78.933709,36.094159,Unknown
349,1910 Glenmorrie Ln,Lake Oswego,OR,97034,"1910 Glenmorrie Ln, Lake Oswego, OR 97034",Clackamas,-122.657784,45.403255,Unknown
350,9054A 17th Ave SW,Seattle,WA,98106,"9054A 17th Ave SW, Seattle, WA 98106",King,-122.35591,47.52127,Unknown
351,940 San Gabriel St,Rockdale,TX,76567,"940 San Gabriel St, Rockdale, TX 76567",Milam,-97.004008,30.66631,Unknown
352,11900 City Park Central Ln,Houston,TX,77047,"11900 City Park Central Ln, Apt 1108, Houston, TX 77047",Harris,-95.390432,29.623262,Apt 1108
353,173 Dino Rd,Bristol,CT,6010,"173 Dino Rd, Bristol, CT 06010",Hartford,-72.899131,41.660435,Unknown
354,13834 N Walking Y Ln,Prescott,AZ,86305,"13834 N Walking Y Ln, Prescott, AZ 86305",Yavapai,-112.631678,34.744526,Unknown
355,3088 Toomey Pl,Santa Clara,CA,95051,"3088 Toomey Pl, Santa Clara, CA 95051",Santa Clara,-121.9929,37.377135,Unknown
356,2145 Honey Dr,San Diego,CA,92139,"2145 Honey Dr, Apt 15, San Diego, CA 92139",San Diego,-117.042789,32.686704,Apt 15
357,454 Prince of Wales,Stone Mountain,GA,30083,"454 Prince of Wales, Stone Mountain, GA 30083",Dekalb,-84.201213,33.784645,Unknown
358,318 E Wyandotte St,Stockton,CA,95204,"318 E Wyandotte St, Stockton, CA 95204",San Joaquin,-121.292077,37.97216,Unknown
359,26 Yorkshire Rd,Sicklerville,NJ,8081,"26 Yorkshire Rd, Sicklerville, NJ 08081",Camden,-75.00878,39.757938,Unknown
360,5757 Gladstone Way,Capitol Heights,MD,20743,"5757 Gladstone Way, Capitol Heights, MD 20743",Prince Georges,-76.905251,38.875863,Unknown
361,1708 N Roxboro St,Durham,NC,27701,"1708 N Roxboro St, Durham, NC 27701",Durham,-78.890835,36.011261,Unknown
362,732 Grant Ave,Casper,WY,82601,"732 Grant Ave, Casper, WY 82601",Natrona,-106.318691,42.843268,Unknown
363,PO Box 325,East Mc Keesport,PA,15035,"PO Box 325, East Mc Keesport, PA 15035",Allegheny,-79.807939,40.384373,Unknown
364,240 S Shackleford Rd,Little Rock,AR,72211,"240 S Shackleford Rd, Ste A, Little Rock, AR 72211",Pulaski,-92.394378,34.752103,Ste A
365,1606 W Texas Ave,Baytown,TX,77520,"1606 W Texas Ave, Baytown, TX 77520",Harris,-94.98504199999999,29.738002,Unknown
366,7 Hawser Pl,Coram,NY,11727,"7 Hawser Pl, Coram, NY 11727",Suffolk County,-73.023862,40.881048,Unknown
367,1827 Garfield Pl,Los Angeles,CA,90028,"1827 Garfield Pl, Apt 101, Los Angeles, CA 90028",Los Angeles,-118.310875,34.104254,Apt 101
368,13806 61st Ave W,Edmonds,WA,98026,"13806 61st Ave W, Edmonds, WA 98026",Snohomish County,-122.315733,47.873271,Unknown
369,4017 Scarlet Dr,Matthews,NC,28104,"4017 Scarlet Dr, Matthews, NC 28104",Union,-80.661306,35.112305,Unknown
370,29 Riverview Dr,Oak Ridge,TN,37830,"29 Riverview Dr, Oak Ridge, TN 37830",Anderson,-84.204012,36.046138,Unknown
371,4651 E Alpine Dr,Post Falls,ID,83854,"4651 E Alpine Dr, Post Falls, ID 83854",Kootenai,-116.885854,47.702561,Unknown
372,20 Skyward,Irvine,CA,92620,"20 Skyward, Irvine, CA 92620",Orange,-117.750656,33.688795,Unknown
373,1206 Mule Deer Dr,Arlington,TX,76002,"1206 Mule Deer Dr, Arlington, TX 76002",Tarrant,-97.087909,32.613502,Unknown
374,909 Jimson Weed Dr,Socorro,TX,79927,"909 Jimson Weed Dr, Socorro, TX 79927",El Paso County,-106.268646,31.674587,Unknown
375,908 19th St,Eunice,NM,88231,"908 19th St, Eunice, NM 88231",Lea,-103.16637,32.437088,Unknown
376,24109 Willowbrooke Ct,Valencia,CA,91354,"24109 Willowbrooke Ct, Valencia, CA 91354",Los Angeles,-118.55715000000001,34.441899,Unknown
377,735 Halifax Ln,Brick,NJ,8724,"735 Halifax Ln, Brick, NJ 08724",Ocean,-74.110029,40.121775,Unknown
378,16 Sage Field Ln,Latham,NY,12110,"16 Sage Field Ln, Latham, NY 12110",Albany County,-73.781839,42.731402,Unknown
379,165 Lexington Ave,New York,NY,10016,"165 Lexington Ave, Unit 5C, New York, NY 10016",New York County,-73.98114,40.743969,Unit 5C
380,11 Ranch Valley Rd,Little Rock,AR,72207,"11 Ranch Valley Rd, Little Rock, AR 72207",Pulaski,-92.345042,34.763366,Unknown
381,263 Deephaven Dr,Cincinnati,OH,45238,"263 Deephaven Dr, Cincinnati, OH 45238",Hamilton,-84.594661,39.087865,Unknown
382,908 Oak St,Johnson City,TN,37601,"908 Oak St, Johnson City, TN 37601",Washington,-82.356807,36.328709,Unknown
383,9543 W Reno View Dr,Peoria,AZ,85345,"9543 W Reno View Dr, Peoria, AZ 85345",Maricopa,-112.265082,33.562539,Unknown
384,3080 Congress Park Dr,Lake Worth,FL,33461,"3080 Congress Park Dr, Apt 817, Lake Worth, FL 33461",Palm Beach,-80.093752,26.607554,Apt 817
385,412 Stafford St,Edna,TX,77957,"412 Stafford St, Edna, TX 77957",Jackson,-96.645766,28.984898,Unknown
386,105 N Calhoun St,Mount Vernon,GA,30445,"105 N Calhoun St, Mount Vernon, GA 30445",Montgomery County,-82.592156,32.179168,Unknown
387,820 Webb St,Sumter,SC,29150,"820 Webb St, Sumter, SC 29150",Sumter,-80.333552,33.900939,Unknown
388,3004 Greyhawk Ct,Spring Hill,TN,37174,"3004 Greyhawk Ct, Spring Hill, TN 37174",Williamson,-86.884984,35.747801,Unknown
389,1601 Green St,San Francisco,CA,94123,"1601 Green St, Apt 1, San Francisco, CA 94123",San Francisco,-122.42566,37.797261,Apt 1
390,521 N Anaheim Blvd,Anaheim,CA,92805,"521 N Anaheim Blvd, Anaheim, CA 92805",Orange,-117.915877,33.840555,Unknown
391,4223 N Huson St,Tacoma,WA,98407,"4223 N Huson St, Tacoma, WA 98407",Pierce,-122.503426,47.287964,Unknown
