id,location_id,sales_id,features_id,yearBuilt,assessorID,legalDescription,ownerOccupied,propertyType,taxAssessment,propertyTaxes,subdivision,zoning
"20-Alberta-St,-Rochester,-NY-14619",275,2,228,1926.0,261400 120.64-2-3,0062.00 103 19 00490 5 F J TURNER SUB,0.0,Single Family,"{'2021': {'value': 89900, 'land': 6300, 'improvements': 83600}}",Unknown,Unknown,11
"224-Eureka-Ave,-Lodi,-CA-95240",276,158,229,1938.0,041-040-160-000,FOREHNERT LOT 27,0.0,Single Family,"{'2020': {'value': 196322, 'land': 68447, 'improvements': 127875}}",{'2020': {'total': 2178}},FROEHNERT SUBDIVISION,12
"33-Broadway,-Apt-2,-Milford,-CT-06460",277,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1955-1st-Ave,-Apt-321,-New-York,-NY-10029",278,2,230,0.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
"3362-159th-St,-Flushing,-NY-11358",279,2,231,1901.0,05243-0073,Unknown,1.0,Duplex-Triplex,"{'2018': {'value': 51424, 'land': 19351, 'improvements': 32073}}",{'2018': {'total': 10757}},Unknown,R1-2A
"12856-Emmer-Pl,-Saint-Paul,-MN-55124",280,159,232,1992.0,01-34154-03-040,4 3,1.0,Single Family,"{'2019': {'value': 386100, 'land': 83500, 'improvements': 302600}}",{'2020': {'total': 4720}},HUNTINGTON 5TH ADDITION,R
"38-W-Grand,-Highland-Park,-MI-48203",281,160,233,1910.0,43 009 05 0006 000,3 EXPIRING 12/30/2014. PROPERTY EXEMPT FROM AD VALOREM TAXES AND ASSESSED PURSUANT TO PA 261 OF 2003 EXPIRING 12/30/2014.,0.0,Single Family,"{'2020': {'value': 7500}, '2022': {'value': 11600}}","{'2019': {'total': 596}, '2020': {'total': 593}}",GRAND AVE SUB,Unknown
"19932-Edgewood-Ln,-Huntington-Beach,-CA-92646",282,2,234,1976.0,153-564-14,N TR 8957 BLK LOT 15,1.0,Single Family,"{'2022': {'value': 538660, 'land': 288966, 'improvements': 249694}}",{'2022': {'total': 6178}},8957,Unknown
"PO-Box-66069,-Saint-Petersburg,-FL-33736",283,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"13940-86th-Rd,-Jamaica,-NY-11435",284,2,235,1920.0,09708-0023,Unknown,1.0,Duplex-Triplex,"{'2018': {'value': 27951, 'land': 9456, 'improvements': 18495}, '2019': {'value': 50040, 'land': 15000, 'improvements': 35040}}","{'2018': {'total': 5847}, '2019': {'total': 5974}}",JAMAICA 04 WARD,R4A
"73-Genesis-Ln,-Camden,-SC-29020",285,161,236,2011.0,C299-00-00-017-SJZ,EVES GARDEN SUBDIV LOT 17,0.0,Single Family,"{'2022': {'value': 257900, 'land': 35000, 'improvements': 222900}}",{'2022': {'total': 5116}},EVES GARDEN SUB,MUNICIPAL
"3001-Cliff-Dr,-Fort-Smith,-AR-72901",286,162,237,2008.0,16941-0001-00004-00,LOT 1 BLK 4 .799 AC189 X 153.7 X 180 X,1.0,Single Family,"{'2023': {'value': 124171, 'land': 15000, 'improvements': 109171}}",{'2023': {'total': 6519}},SEBASTIAN HILLS,Unknown
"6771-Hickory-Creek-Rd,-Chattanooga,-TN-37421",287,163,238,1987.0,138M A  048,LT 120 HICKORY CREEK SUB 40-57 REV 38-162,0.0,Condo,{'2020': {'value': 31275}},{'2020': {'total': 865}},HICKORY CREEK SUB,Unknown
"200-Sw-29th-Ave,-Miami,-FL-33135",288,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"3272-W-Lake-Mary-Blvd,-Ste-1810,-Lake-Mary,-FL-32746",289,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"335-W-North-St,-Carey,-OH-43316",290,164,239,1951.0,10-100000.0000,LNDM PT MPT NE PT MW1/4; SE1/4,1.0,Single Family,"{'2022': {'value': 38180, 'land': 5290, 'improvements': 32890}}",{'2022': {'total': 1582}},Unknown,Unknown
"617-Uwharrie-St,-Apt-M,-Asheboro,-NC-27203",291,2,240,1996.0,7751407338,WINDERMERE WEST;L12 BMPB47-PG92,1.0,Condo,"{'2017': {'value': 116910, 'land': 13500, 'improvements': 103410}}",{'2017': {'total': 858}},Unknown,CURA-6
"394-Forest-Ave,-Apt-2,-Locust-Valley,-NY-11560",292,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"512-Claude-Simmons-Rd,-Johnson-City,-TN-37604",293,2,241,0.0,Unknown,Unknown,0.0,Land,Unknown,Unknown,Unknown,Unknown
"2218-Brentwood-Dr,-Springfield,-IL-62704",294,165,242,0.0,22-06.0-455-001,BRENTWOOD 3RD ADDN L 74 & A TRI PCE OFF W SIDE L 73 (11371 SQ FT),1.0,Single Family,"{'2022': {'value': 55230, 'land': 8028, 'improvements': 47202}}",{'2022': {'total': 3963}},BRENTWOOD 3RD ADD,Unknown
"391-Valencia-St,-Apt-202,-San-Francisco,-CA-94103",295,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"305-Wickerberry-Way,-Athens,-AL-35611",296,166,243,2003.0,1003084001023007,PARK PLACE LOT 7,1.0,Single Family,{'2022': {'value': 28320}},{'2022': {'total': 922}},PARK PLACE,Unknown
"758-Se-55th-Pl,-Hillsboro,-OR-97123",297,167,244,1996.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"602-S-Hammonds-Ferry-Rd,-Linthicum-Heights,-MD-21090",298,2,245,1946.0,05-746-01645001,LT 2 602 S HAMMONDS FERRY RD SHIPLEY,1.0,Single Family,"{'2022': {'value': 295600, 'land': 145300, 'improvements': 150300}}",{'2022': {'total': 3089}},SHIPLEY,R5
"13887-Santa-Ana-Ave,-Fontana,-CA-92337",299,2,246,1946.0,0236-151-08-0000,S T L AND W CO S B L PTN N 1/2 E 5.46 AC LOT 1056 BEG ON S L1 SANTA ANA AVE 225 FT E OF W L1 E 5.46 AC TH E TO E L1 CALABASH,1.0,Single Family,"{'2019': {'value': 145520, 'land': 101863, 'improvements': 43657}}",{'2019': {'total': 1570}},SEMI-TROPIC LAND &,Unknown
"600-Ne-36th-St,-Apt-1914,-Miami,-FL-33137",300,168,247,1973.0,01-3230-046-3770,CHARTER CLUB CONDO UNIT 1914 UNDIV 0.2176% INT IN COMMON ELEMENTS OR 20962-3803 11 2002 1 COC 23760-4391 09 2005 1,1.0,Condo,{'2020': {'value': 169669}},Unknown,CHARTER CLUB CONDO,4604
"6304-Decker-Dr,-Apt-804,-Baytown,-TX-77520",301,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"540-Brookside-Dr,-Richmond,-CA-94801",302,169,248,1910.0,408-204-005-8,SAMPSON TAMS RANCH POR LOT T 2.51 AC,0.0,Single Family,"{'2019': {'value': 1229100, 'land': 1228080, 'improvements': 1020}}",{'2019': {'total': 16240}},SAMPSON TAMS RANCH,P-1
"1384-E-Decamp-St,-Burton,-MI-48529",303,170,249,1952.0,59-30-576-143,LOT 272 BAKER PARK,1.0,Single Family,{'2022': {}},{'2021': {'total': 162}},BAKER PARK,R-1C
"1304-Koocksville-Rd,-Mason,-TX-76856",304,171,250,1980.0,03161-17-00000,A-0316 FISHER & MILLER S-417 MONTE MUNSELL SUBD SECT 2,1.0,Single Family,"{'2022': {'value': 309035, 'land': 20009, 'improvements': 289026}}",{'2022': {'total': 4008}},Unknown,Unknown
"429-Meandering-Creek-Dr,-Argyle,-TX-76226",305,172,251,2003.0,R237047,COUNTRY LAKES BLK 2 LOT 6,1.0,Single Family,"{'2022': {'value': 338657, 'land': 92349, 'improvements': 246308}}",{'2022': {'total': 7023}},COUNTRY LAKES,Unknown
"4812-Elkmont-Rd,-Orlando,-FL-32808",306,173,252,1965.0,18-22-29-9580-07-120,EVANS VILLAGE 3RD UNIT Z/141 LOT 12 BLK G,0.0,Single Family,"{'2021': {'value': 119572, 'land': 34000, 'improvements': 85572}, '2022': {'value': 141559, 'land': 45000, 'improvements': 96559}}",{'2022': {'total': 1950}},EVANS VILLAGE 3RD ADD,R-1A
"3717-Teeside-Dr,-New-Port-Richey,-FL-34655",307,174,253,1978.0,24-26-16-0160-05300-0050,SEVEN SPRINGS VILLAS CONDO PHASE 16 MB 16 PGS 141-142 UNIT 5 BLDG 53 & COMMON ELEMENTS OR 9382 PG 1475,1.0,Condo,"{'2022': {'value': 73840, 'land': 5919, 'improvements': 67921}, '2023': {'value': 76050, 'land': 5919, 'improvements': 70131}}","{'2022': {'total': 690}, '2023': {'total': 773}}",SEVEN SPRINGS,0MF1
"22061-Shallowater-Ln,-Estero,-FL-34135",308,175,254,2003.0,03-47-25-E1-08000.0160,SHADOW WOOD AT THE BROOKS U 10 PB 68 PGS 86 + 87 LOT 16,0.0,Single Family,"{'2021': {'value': 978839, 'land': 244529, 'improvements': 734310}, '2022': {'value': 1211904, 'land': 221800, 'improvements': 990104}}","{'2021': {'total': 16510}, '2022': {'total': 18120}}",SHADOW WOOD /ESTATE CUSTOM SFR,MPD
"99-Geneva-St,-Bath,-NY-14810",309,176,255,1890.0,462401 144.18-01-010.000,IRR 125.17X252.38 FT AS'D,1.0,Single Family,"{'2020': {'value': 103000, 'land': 22100, 'improvements': 80900}}",{'2020': {'total': 3614}},Unknown,01 - NOT ZONED
"225-Morning-Dale-Rd,-Matthews,-NC-28105",310,177,256,1976.0,21311515,M18-284,1.0,Single Family,"{'2023': {'value': 698500, 'land': 120000, 'improvements': 578500}}",{'2023': {'total': 6741}},SARDIS FOREST SEC I,R-3
"459-40th-St,-Apt-1L,-Brooklyn,-NY-11232",311,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"4749-E-174th-St,-Cleveland,-OH-44128",312,178,257,1958.0,143-17-098,92 LEEHTS ADD 0793 ALL,1.0,Single Family,"{'2019': {'value': 29500, 'land': 9200, 'improvements': 20300}, '2021': {'value': 11240, 'land': 3500, 'improvements': 7740}}","{'2019': {'total': 825}, '2021': {'total': 839}}",LEEHTS ADD,1F
"604-Allen-St,-Clinton,-NC-28328",313,179,258,2003.0,12075644101,LOT:35 DIST:12 MAP REF:6 21 LOT35,1.0,Single Family,"{'2022': {'value': 182901, 'land': 20520, 'improvements': 162381}}",{'2022': {'total': 1889}},Unknown,Unknown
"2-Park-Ave,-Bryn-Mawr,-PA-19010",314,2,259,1979.0,36050317126,2 STY CONDO,1.0,Condo,"{'2018': {'value': 136870}, '2019': {'value': 136870, 'land': 42050, 'improvements': 94820}}","{'2018': {'total': 4536}, '2019': {'total': 4627}}",MILLRIDGE,Unknown
"3940-E-Stanford-Ave,-Gilbert,-AZ-85234",315,180,260,1996.0,304-07-242,CAROL RAE RANCH MCR 395-24,1.0,Single Family,"{'2021': {'value': 20970, 'land': 4190, 'improvements': 16780}, '2023': {'value': 30000, 'land': 6000, 'improvements': 24000}}","{'2020': {'total': 1273}, '2022': {'total': 1232}}",CAROL RAE RANCH,R-4
"720-W-Lewis-St,-Unit-14,-San-Diego,-CA-92103",316,181,261,1991.0,444-423-05-14,TR 15183 LOT 1*US 14PER DOC06-0226269&UND INT IN,1.0,Condo,"{'2020': {'value': 308381, 'land': 155475, 'improvements': 152906}}",{'2020': {'total': 3755}},720 W LEWIS STREET CONDOMINIUMS,R-1:SINGLE FAM-RES
"2740-Trenton-Rd,-Apt-1906,-Clarksville,-TN-37040",317,182,262,2012.0,032O F 01906 H000,LOT:1906 DIST:135 CITY/MUNI/TWP:CLARKSVILLE SUBD:TRENTON VILLAGE,0.0,Single Family,{'2022': {'value': 41400}},{'2022': {'total': 1238}},TRENTON VILLAGE,R-4
"9832-Ashley-Dr,-Seminole,-FL-33772",318,183,263,1990.0,21-30-15-73355-000-0150,QUAIL RIDGE LOT 15,1.0,Single Family,"{'2021': {'value': 256095}, '2022': {'value': 263778}}",{'2022': {'total': 3567}},QUAIL RIDGE,Unknown
"2504-S-Lamonte-St,-Spokane,-WA-99203",319,2,264,1911.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"6-Old-Castle-Ct,-Spring,-TX-77382",320,184,265,2012.0,9699-77-00200,"S969977 - WDLNDS VIL STERLING RIDGE 77, BLOCK 1, LOT 2",1.0,Single Family,"{'2022': {'value': 1083500, 'land': 300000, 'improvements': 1058980}, '2023': {'value': 1180000, 'land': 300000, 'improvements': 880000}}","{'2022': {'total': 18942}, '2023': {'total': 13913}}",WDLNDS VIL STERLING RIDGE 77,Unknown
"3308-Monclova-Dr,-Laredo,-TX-78046",321,185,266,2006.0,981-20034-170,"LAS AMERICAS, BLOCK 34, LOT 17, UNIT 3",1.0,Single Family,"{'2022': {'value': 149661, 'land': 36241, 'improvements': 113420}}",{'2022': {'total': 978}},LAS AMERICAS,Unknown
"3400-Kay-St,-Austin,-TX-78702",322,186,267,1954.0,0207160416,LOT 16 BLK B OLT 55&56 DIV A SPILLAR & GREENWOOD ADDN,1.0,Single Family,"{'2020': {'value': 323916, 'land': 200000, 'improvements': 123916}, '2022': {'value': 657405, 'land': 361250, 'improvements': 296155}, '2023': {'value': 613585, 'land': 361250, 'improvements': 252335}}","{'2020': {'total': 7213}, '2022': {'total': 7512}}",SPILLAR & GREENWOOD ADDN,Unknown
"111-N-Burns-St,-Independence,-KS-67301",323,2,268,1945.0,099-31-0-10-11-001.00 02,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"10601-Menchaca-Rd,-Apt-6108,-Austin,-TX-78748",324,2,269,0.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
"763-Kimberly-Ln,-Manchester,-TN-37355",325,2,270,1985.0,084    00301 000,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"8748-Brecksville-Rd,-Ste-110,-Brecksville,-OH-44141",326,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"7740-S-Morgan-St,-Chicago,-IL-60620",327,187,271,1906.0,20-29-419-026,DIST:72 CITY/MUNI/TWP:LAKE VIEW SEC/TWN/RNG/MER:SEC 29 TWN 38N RNG 14E,1.0,Single Family,"{'2017': {'value': 13218, 'land': 3000, 'improvements': 10218}, '2018': {'value': 11974, 'land': 3250, 'improvements': 8724}, '2020': {'value': 10896, 'land': 3250, 'improvements': 7646}, '2021': {'value': 5998, 'land': 3210, 'improvements': 2788}}","{'2017': {'total': 2118}, '2018': {'total': 1687}, '2020': {'total': 2427}, '2021': {'total': 1206}}",WEST AUBURN/ESCE & STEGES ADD,Unknown
"31680-Avenida-Maravilla,-Cathedral-City,-CA-92234",328,188,272,2000.0,678-293-022,LOT 850 MB 031/020 RANCHO RAMON 12,1.0,Single Family,"{'2022': {'value': 212851, 'land': 53209, 'improvements': 159642}, '2023': {'value': 217107, 'land': 54273, 'improvements': 162834}}","{'2022': {'total': 1459}, '2023': {'total': 1425}}",RANCHO RAMON 12,R1
"759-Edgerton-St,-Saint-Paul,-MN-55130",329,189,273,1879.0,29-29-22-34-0104,LOT 9 BLOCK 16 OF STINSON'S ADDITION LOTS 9 AND LOT 12 BLK 16,0.0,Duplex-Triplex,"{'2020': {'value': 201700, 'land': 12300, 'improvements': 189400}}",{'2021': {'total': 4218}},STINSON'S ADDITION,H
"8706-White-Quail,-San-Antonio,-TX-78250",330,190,274,1996.0,18954-002-0090,NCB 18954 BLK 2 LOT 9 (QUAIL HEIGHTS SUBD),1.0,Single Family,"{'2020': {'value': 216000, 'land': 35820, 'improvements': 180180}, '2022': {'value': 300000, 'land': 50670, 'improvements': 249330}, '2023': {'value': 320000, 'land': 62100, 'improvements': 257900}}","{'2019': {'total': 5426}, '2022': {'total': 7426}, '2023': {'total': 7349}}",QUAIL HEIGHTS SUBD,Unknown
"1845-E-FM-544,-Wylie,-TX-75098",331,191,275,1973.0,R-6819-000-0220-1,"ABS A0819 JAS D SHELBY SURVEY, TRACT 22, 2.8 ACRES",1.0,Single Family,"{'2023': {'value': 324141, 'land': 176400, 'improvements': 147741}}",{'2022': {'total': 2641}},JAS D SHELBY SURVEY,Unknown
"114-Oak-Knoll-Dr,-San-Antonio,-TX-78228",332,192,276,1961.0,11529-001-0400,NCB 11529 BLK A LOT 27M,1.0,Single Family,"{'2018': {'value': 115122, 'land': 38600, 'improvements': 92890}, '2019': {'value': 126634, 'land': 38600, 'improvements': 107450}}",{'2019': {'total': 1114}},CONV A/S CODE,Unknown
"4250-Antelope-Ln,-Snellville,-GA-30039",333,193,277,1986.0,4-336 -044,L39 BA INNSBROOK WEST #1,1.0,Single Family,"{'2021': {'value': 140320, 'land': 20000, 'improvements': 120320}, '2022': {'value': 173280, 'land': 26000, 'improvements': 147280}, '2023': {'value': 184480, 'land': 33400, 'improvements': 151080}}","{'2021': {'total': 5481}, '2022': {'total': 6577}, '2023': {'total': 7011}}",INNSBROOK WEST,R100-SINGLE FAM RES
"1035-Nancy-Ln,-Winston-Salem,-NC-27107",334,194,278,1949.0,6844-10-4980.00,LO117 BL2377,0.0,Single Family,"{'2019': {'value': 16700, 'land': 5400, 'improvements': 11300}, '2020': {'value': 16700, 'land': 5400, 'improvements': 11300}, '2022': {'value': 39800, 'land': 7000, 'improvements': 32800}, '2023': {'value': 39800, 'land': 7000, 'improvements': 32800}}","{'2019': {'total': 232}, '2020': {'total': 231}, '2022': {'total': 523}, '2023': {'total': 533}}",W.C.CHARLES\JACQUELINE ACRES,RS9
"17-Granite-St,-Apt-2R,-Brooklyn,-NY-11207",335,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"142-Princeton-Ave,-Apt-1,-Buffalo,-NY-14226",336,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2122-Teakwood-Ln,-Plano,-TX-75075",337,2,279,1978.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"312-50th-Avenue-Dr-W,-Bradenton,-FL-34207",338,195,280,1969.0,55468.0000-3,LOT 34 BLK D HEATHER HILLS ESTATES UNIT 2 PI#55468.0000/3,1.0,Manufactured,"{'2021': {'value': 30382}, '2022': {'value': 31293}}","{'2021': {'total': 306}, '2022': {'total': 332}}",HEATHER HILLS ESTATES UNIT 2,RSMH-6
"208-Freeport-Rd,-North-East,-PA-16428",339,2,281,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"19-Franklinwood-Dr,-Greensboro,-NC-27401",340,196,282,2003.0,0022405,14 PB 144-95 FRANKLIN DOWNS,1.0,Single Family,"{'2021': {'value': 79400, 'land': 8000, 'improvements': 71400}, '2022': {'value': 111600, 'land': 15000, 'improvements': 96600}, '2023': {'value': 111600, 'land': 15000, 'improvements': 96600}}","{'2021': {'total': 1106}, '2022': {'total': 1521}, '2023': {'total': 1566}}",FRANKLIN DOWNS,R-5
"2439-Emmanuel-Church-Rd,-Conover,-NC-28613",341,197,283,1967.0,3751-18-41-3030,"ACCT# 142561 MAP 074N -02-011-G -0 UTIL (2), MTL CNPY",1.0,Single Family,"{'2022': {'value': 74500, 'land': 8100, 'improvements': 66400}, '2023': {'value': 158600, 'land': 8100, 'improvements': 150500}}","{'2022': {'total': 525}, '2023': {'total': 779}}",Unknown,R-20
"232-Kingsmeadow-Ln,-Blacklick,-OH-43004",342,2,284,1994.0,068000081,KINGSMEADOW LANE KINGSWOOD FARM SEC 1 LOT 30,1.0,Single Family,"{'2017': {'value': 90370, 'land': 17500, 'improvements': 72870}}",{'2017': {'total': 6068}},KINGSWOOD FARM,Unknown
"820-W-Indiantown-Rd,-Ste-103,-Jupiter,-FL-33458",343,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"712-West-Ave,-Levelland,-TX-79336",344,2,285,1994.0,14095,"WILLIAMS (LEV), BLOCK 4, LOT 25",0.0,Single Family,"{'2021': {'value': 61410, 'land': 2840, 'improvements': 58570}}",Unknown,WILLIAMS LEV,Unknown
"534-Quail-Hollow-Dr,-Prescott,-AZ-86303",345,198,286,2004.0,110-18-033A,QUAIL HOLLOW UNITS 1 & 2 REPLAT LOTS 33 & 34 LOT 33 SEC 3-13-2W,1.0,Single Family,"{'2024': {'value': 74589, 'land': 7335, 'improvements': 67254}}",{'2022': {'total': 2224}},QUAIL HOLLOW,Unknown
"1778-W-State-St,-Apt-2,-Sycamore,-IL-60178",346,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"666-Greenwich-St,-Apt-752,-New-York,-NY-10014",347,2,287,1892.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
"5515-Guess-Rd,-Durham,-NC-27712",348,2,288,1939.0,185114,PROP-TERRY J N/TR#02 PT,0.0,Single Family,"{'2020': {'value': 117058, 'land': 44126, 'improvements': 72932}}",{'2020': {'total': 1155}},JN TERRY PROP 02,RR
"1910-Glenmorrie-Ln,-Lake-Oswego,-OR-97034",349,2,289,1947.0,21E14BB00200,267 GLENMORRIE PARK PT LT 42,1.0,Single Family,"{'2022': {'value': 493549}, '2023': {'value': 508355}}","{'2022': {'total': 9474}, '2023': {'total': 9763}}",GLENMORRIE PARK,R-15
"9054A-17th-Ave-SW,-Seattle,-WA-98106",350,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"940-San-Gabriel-St,-Rockdale,-TX-76567",351,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"11900-City-Park-Central-Ln,-Apt-1108,-Houston,-TX-77047",352,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"173-Dino-Rd,-Bristol,-CT-06010",353,199,290,1988.0,BRIS M:02 L:14-0245208,LOT:14 CITY/MUNI/TWP:BRISTOL,1.0,Single Family,"{'2019': {'value': 154140, 'land': 49630, 'improvements': 104510}, '2022': {'value': 154140, 'land': 49630, 'improvements': 104510}}","{'2019': {'total': 5865}, '2022': {'total': 5911}}",Unknown,R-15
"13834-N-Walking-Y-Ln,-Prescott,-AZ-86305",354,200,291,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"3088-Toomey-Pl,-Santa-Clara,-CA-95051",355,2,292,2020.0,216-60-038,Unknown,0.0,Single Family,"{'2020': {'value': 808151, 'land': 435371, 'improvements': 372780}}",{'2020': {'total': 10120}},Unknown,ML
"2145-Honey-Dr,-Apt-15,-San-Diego,-CA-92139",356,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"454-Prince-of-Wales,-Stone-Mountain,-GA-30083",357,2,293,1982.0,18 016 08 030,CITY/MUNI/TWP:UNINCORPORATED,1.0,Single Family,"{'2019': {'value': 21440, 'land': 4800, 'improvements': 16640}, '2020': {'value': 21000, 'land': 4800, 'improvements': 16200}, '2021': {'value': 29840, 'land': 4800, 'improvements': 25040}, '2022': {'value': 39600, 'land': 4800, 'improvements': 34800}}","{'2020': {'total': 656}, '2021': {'total': 956}, '2022': {'total': 1292}}",VICTOR PARK,RM100
"318-E-Wyandotte-St,-Stockton,-CA-95204",358,201,294,1910.0,127-120-480-000,CITY/MUNI/TWP:STOCKTON SUBD:BROWNS ADDITION TO THE CITY OF STOCKTON MAP REF:MB 127 PG 12,0.0,Duplex-Triplex,"{'2023': {'value': 322708, 'land': 84092, 'improvements': 238616}}",{'2023': {'total': 4022}},BROWNS ADDITION TO THE CITY OF STOCKTON,R2
"26-Yorkshire-Rd,-Sicklerville,-NJ-08081",359,2,295,1978.0,15  17005-0000-00030,Unknown,0.0,Single Family,"{'2019': {'value': 56200, 'land': 19800, 'improvements': 36400}}",{'2018': {'total': 2211}},BRITTANY WOODS SEC 3,Unknown
"5757-Gladstone-Way,-Capitol-Heights,-MD-20743",360,202,296,1990.0,18-2028744,2004 EAI-X TRS,1.0,Single Family,"{'2020': {'value': 182800, 'land': 45000, 'improvements': 137800}, '2022': {'value': 211800}}","{'2019': {'total': 2947}, '2022': {'total': 2920}}",LONDON WOODS 05,RSFA
"1708-N-Roxboro-St,-Durham,-NC-27701",361,203,297,1938.0,109447,PROP-DUKE B L NORTH DURHAM/BLK:47/LT#22-23 INCL,1.0,Single Family,"{'2022': {'value': 601152, 'land': 118275, 'improvements': 482877}}",{'2022': {'total': 7694}},PROP-DUKE B L NORTH DRHM,RU-5
"732-Grant-Ave,-Casper,-WY-82601",362,204,298,1917.0,3379-09-13-7-00400,CASPER BLK 80 LOT 7,1.0,Single Family,"{'2023': {'value': 38571, 'land': 5163, 'improvements': 33408}}",{'2022': {'total': 2811}},CASPER,Unknown
"PO-Box-325,-East-Mc-Keesport,-PA-15035",363,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"240-S-Shackleford-Rd,-Ste-A,-Little-Rock,-AR-72211",364,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1606-W-Texas-Ave,-Baytown,-TX-77520",365,205,299,1969.0,0641220000025,LTS 15 16 25 & 26 BLK 18 CENTRAL HEIGHTS,1.0,Single Family,"{'2020': {'value': 125020, 'land': 42271, 'improvements': 82749}, '2022': {'value': 162372, 'land': 59179, 'improvements': 103193}}",Unknown,CENTRAL HEIGHTS,Unknown
"7-Hawser-Pl,-Coram,-NY-11727",366,2,300,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"1827-Garfield-Pl,-Apt-101,-Los-Angeles,-CA-90028",367,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"13806-61st-Ave-W,-Edmonds,-WA-98026",368,2,301,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"4017-Scarlet-Dr,-Matthews,-NC-28104",369,206,302,1971.0,07-078-029,14 & 18 INDEPENDENCE VILL,1.0,Single Family,"{'2022': {'value': 142500, 'land': 22700, 'improvements': 119800}, '2023': {'value': 142500, 'land': 22700, 'improvements': 119800}}","{'2022': {'total': 1217}, '2023': {'total': 1238}}",INDEPENDENCE VILLAGE,R-20 STALLINGS
"29-Riverview-Dr,-Oak-Ridge,-TN-37830",370,207,303,1992.0,001094D E 01000,DISTRICT: 2; SUBDIVISION: THE RIVERS; LOT: 1102,1.0,Single Family,"{'2021': {'value': 53225, 'land': 10000, 'improvements': 43225}, '2022': {'value': 53225, 'land': 10000, 'improvements': 43225}}","{'2018': {'total': 2622}, '2022': {'total': 1307}}",THE RIVERS,Unknown
"4651-E-Alpine-Dr,-Post-Falls,-ID-83854",371,208,304,1974.0,062400030180,"PINEVILLA ESTATES 1ST ADD, LT 18 BLOCK 3 0650N04W",1.0,Single Family,"{'2019': {'value': 232920, 'land': 80000, 'improvements': 152920}, '2022': {'value': 466200, 'land': 165000, 'improvements': 301200}}","{'2019': {'total': 1153}, '2020': {'total': 1113}}",PINEVILLA ESTATES,Unknown
"20-Skyward,-Irvine,-CA-92620",372,209,305,2011.0,551-392-56,N TR 17363 BLK LOT 75,1.0,Single Family,"{'2023': {'value': 1325247, 'land': 597176, 'improvements': 728071}}",{'2023': {'total': 17160}},Unknown,Unknown
"1206-Mule-Deer-Dr,-Arlington,-TX-76002",373,210,306,2005.0,44717D-2-2,VILLAS OF LA FRONTERA SOUTH BLOCK 2 LOT 2,0.0,Single Family,"{'2022': {'value': 264958, 'land': 30000, 'improvements': 234958}, '2023': {}}",{'2022': {'total': 6658}},VILLAS OF LA FRONTERA SOUTH,Unknown
